,Brand,Property,City,Brand Category,IG Post / Carousel,IG Highlight,IG Reels,Google Maps,New System,,
34,Ritz-Carlton,"The Ritz-Carlton Millenia, Singapore",Singapore,A Ultra Luxury,"https://www.instagram.com/p/C0ZQBaeLN0E/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/C0al6XAr3bZ/?igshid=ZWI2YzEzYmMxYg==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDE0ODc3NTI2ODQzMzE1?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/CdTDBa8hAew/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/CdGSnPjr-ZG/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/Cc9M7fVBv_L/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/CdCrBq9s1wR/?igshid=MzRlODBiNWFlZA==",https://maps.app.goo.gl/hUqk5uhTtdUSPKwj7?g_st=ic,,,
35,Ritz-Carlton,"The Ritz-Carlton Shanghai, Pudong 🗝️",Shanghai,A Ultra Luxury,https://www.instagram.com/p/DQZlJ6ukp1v/?utm_source=ig_web_copy_link,https://www.instagram.com/stories/highlights/18063939197413340/,https://www.instagram.com/reel/DQbuSsdiY4u/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/PyHgGd6ie5WP1XHA6,Y,,
36,Ritz-Carlton,"The Ritz-Carlton, Bali",Bali,A Ultra Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTg5MDk1MjI0MzA2Nzg4?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/CVxCkcPBs8w/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/CZMvIFULpKL/?igshid=ZWI2YzEzYmMxYg== ",https://maps.app.goo.gl/UPox8FKcq36pLKc36?g_st=ic,,,
37,Ritz-Carlton,"The Ritz-Carlton, Bangkok 🗝️",Bangkok,A Ultra Luxury,"https://www.instagram.com/reel/DLUKPA-JzXz/?igsh=aWd0MW5tZGt0NnFx
https://www.instagram.com/p/DLSTOzxpeEH/?igsh=Yjc3amxiMmRyejZ5 
https://www.instagram.com/p/DLNOXoIpOFm/?igsh=MWVqOGh2MTBrMmtoZA== ",https://www.instagram.com/stories/highlights/17974875647888635/,"https://www.instagram.com/reel/DLUKPA-JzXz/?igsh=aWd0MW5tZGt0NnFx
https://www.instagram.com/reel/DLSU4b8pyb2/?igsh=Mzk3dzVkMXlwYXFh 
https://www.instagram.com/reel/DLSUu8eJNge/?igsh=ZXRwbzI4cXByeG5z 
https://www.instagram.com/reel/DLNWoGIJ-mo/?igsh=dWI2c25haDRncG1v 
https://www.instagram.com/reel/DLNV4I2pImo/?igsh=MXZkN3lpNXFodDcxZQ== 
https://www.instagram.com/reel/DLNU8l1JBjF/?igsh=MWl2b2pyMmxibHcwMw== ",https://maps.app.goo.gl/wX12m43vkwcoC27h6,,,
38,Ritz-Carlton,"The Ritz-Carlton, Fukuoka 🗝️",Fukuoka,A Ultra Luxury,"https://www.instagram.com/p/DOa_m-micIC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DOgSIYfiYTF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DOlMinlCSAQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/17992013681831771/,"https://www.instagram.com/reel/DOdwSI8ibbS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DOd7kEjCS8l/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DOfRUSQCSRQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/e2fnxfTbaNcqZqc78,,,
39,Ritz-Carlton,"The Ritz-Carlton, Half Moon Bay",San Francisco,A Ultra Luxury,"https://www.instagram.com/p/DMaS7NOx4QM/?igsh=Z3RudTRpMGZ5djdh
https://www.instagram.com/p/DMaWdz3xfSi/?igsh=MWNuNGQycjJrYjR6Zw== 
https://www.instagram.com/p/DMc9e2VxIsc/?igsh=NWVqemI0b2N2ZXBj ",https://www.instagram.com/stories/highlights/18121147402466412/,"https://www.instagram.com/reel/DMaRXjpRqHT/?igsh=cnlhOHJ1eHo3Yzhx
https://www.instagram.com/reel/DMaT8DRRSYy/?igsh=MWI2OGVqMnpsN2p6aQ== 
https://www.instagram.com/reel/DMaVIr8RmFO/?igsh=MXE1d2J2eXh2MHFjNg== 
https://www.instagram.com/reel/DMc-2QMRjBi/?igsh=dTIzeWNmOHNlNjZk 
https://www.instagram.com/reel/DOgdHn_CWo6/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/h9NrXWEwX54hkzYX6,,,
40,Ritz-Carlton,"The Ritz-Carlton, Harbin",Harbin,A Ultra Luxury,"https://www.instagram.com/p/C2MNVWxL56M/?igsh=YzlwdzhlZ2E5Nnho
https://www.instagram.com/p/C2RLo7qLV0S/?igsh=eTFlc2IzcHVuNGpk 
https://www.instagram.com/p/C2RmDrLr3oS/?igsh=YXk3MTRqaDlmZnlr ",https://www.instagram.com/p/C2MNVWxL56M/?igsh=YzlwdzhlZ2E5Nnho,https://www.instagram.com/reel/C95OYdtySIV/?igsh=MXV0dzhienZueDM2NA==,https://maps.app.goo.gl/Nv6aKnLh88tGZx3S8?g_st=ic,,,
41,Ritz-Carlton,"The Ritz-Carlton, Kyoto 🗝️",Kyoto,A Ultra Luxury,"https://www.instagram.com/p/DHF_JK0psCN/?igsh=MWZ6cjJuOXh1cjg2bw==
https://www.instagram.com/p/DHIK8zQJcw5/?igsh=bWd3dmFjbnM2eXk0 
https://www.instagram.com/p/DHIL58JJTgm/?igsh=MXV5d3FlNDV0OXNiMg== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDkzODE0MDQ4NTM2ODM4?igsh=MXBieXNpbW92N2VyeA==,"https://www.instagram.com/reel/DHHDdvXTBrU/?igsh=cXhqd2Y4YjZ6Mm1v 
https://www.instagram.com/reel/DHHJecJTr_E/?igsh=MTF2aDBodjg5d2s4Ng== 
https://www.instagram.com/reel/DHHKqQbTzjH/?igsh=MTRsajhoOHJ4djQ2Ng== 
https://www.instagram.com/reel/DHI_WXuptnT/?igsh=YTdpcHp5YjN6Mnd6 ",https://maps.app.goo.gl/ZzTRThXX74zpoTXc9?g_st=ic,,,
42,Ritz-Carlton,"The Ritz-Carlton, Macau 🗝️",Macau,A Ultra Luxury,https://www.instagram.com/p/DJ-0qEDpFjI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/17909162745036177/,"https://www.instagram.com/reel/DJ_uOsFJMGi/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DKMRDUHp0b2/?igsh=MXBjZWV0OWpyY2RwdA==   ",https://maps.app.goo.gl/YC7WhZEPZai23Ve29,,,
43,Ritz-Carlton,"The Ritz-Carlton, Nikko 🗝️🗝️",Nikko,A Ultra Luxury,"https://www.instagram.com/p/DOGzM2IifUR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DOLZOyMCTpa/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/17986450223849614/,"https://www.instagram.com/reel/DOH6nYoif18/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DOI95q0Cfai/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DOJccyNidJt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DOMIpmgEuwY/?utm_source=ig_web_copy_link ",https://maps.app.goo.gl/bgimuD4AcdDv4R6N7,,,
44,Ritz-Carlton,"The Ritz-Carlton, Osaka 🗝️",Osaka,A Ultra Luxury,"https://www.instagram.com/p/DHKwbB6pJFz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHKvE2BpVF-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHQWdO2JXkA/?igsh=MTV0ejQ4dnhpM3liaA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDY1NzYyNDQzNzQ1Mjgz?igsh=MTFxOTM0bGd1Znc1Mg==,"https://www.instagram.com/reel/DHL-jSyyoST/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHL-WsOSZKY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHQXLe0JzNI/?igsh=MWtmdzY0cXBjcXhjaA== ",https://maps.app.goo.gl/voC69boa28wNSX3q6?g_st=ic,,,
45,Ritz-Carlton,"The Ritz-Carlton, San Francisco",San Francisco,A Ultra Luxury,"https://www.instagram.com/p/DMhXyk6ODOy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DMj6hO4OhRl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DMmagRiuwqS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/17880095001360751/,"https://www.instagram.com/reel/DMhYTPKOjL3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DMhZ5S6OL5T/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DMj6uqXuQqs/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DMnqA-VtCah/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/n6syCWRkAuLxdUNp6,,,
46,Ritz-Carlton,"The Ritz-Carlton, Suzhou",Suzhou,A Ultra Luxury,https://www.instagram.com/p/DQMNFUaiYfi/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18168886363335938/,https://www.instagram.com/reel/DQQSDjXkres/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/9Hkw5KCqbzp629hH8,Y,,
47,Ritz-Carlton,"The Ritz-Carlton, Tokyo 🗝️",Tokyo,A Ultra Luxury,"https://www.instagram.com/p/DH4_MnDpCk5/?igsh=MWhlamdpYXZrOTBsdw== 
https://www.instagram.com/p/DH4_f30JqMu/?igsh=ZDZ3dGR0djNsOWQ1 
https://www.instagram.com/p/DH8td1hy__O/?igsh=dmlkY3drOThoaW85 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTcxODgyMTkzODQzMDk1?igsh=MW5jajM2Y3VnN3RvMg==,"https://www.instagram.com/reel/DH5EpyOp3TH/?igsh=MTcxdGt4ZTdvdHJ5MA== 
https://www.instagram.com/reel/DH8uL8NSbWb/?igsh=enZudHkyeHVlM2V1 
https://www.instagram.com/reel/DH99s14pwW4/?igsh=MThibzNidHhvNzVrag== ",https://maps.app.goo.gl/p5Yno3ZNmdYytd3f9,,,
48,St. Regis,The St. Regis Beijing,Beijing,A Ultra Luxury,"https://www.instagram.com/p/DGoxUYIThk3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DGqhfJ0SFJx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18057830999098927/,"https://www.instagram.com/reel/DGoyJBZTLZd/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DGs_yAAynLy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DGqjxokSn3V/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/j46bfiWe2gD6HzWe6,,,
49,St. Regis,The St. Regis Chengdu,Chengdu,A Ultra Luxury,"https://www.instagram.com/p/DFc9xowSrvv/?igsh=djA4N2U5NGsxdGhw
https://www.instagram.com/p/DFZ1vlipqG7/?igsh=ZXMyd3Y3dm91c2Mw ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODU4MTk0NDkxMzU3MjYz?igsh=MWF2aDN0cTRqcGI2MA==,"https://www.instagram.com/reel/DFfJO7kpR5I/?igsh=cDNxODFmcmM0cHM=
https://www.instagram.com/reel/DFdHxQ7yFy1/?igsh=MWJnbGJpdnJxc2gxZQ== 
https://www.instagram.com/reel/DFbt8hoSgGD/?igsh=cmVyczhnYWRqbjRo 
https://www.instagram.com/reel/DFbs9utSjCS/?igsh=dG1mZTBibGtoaDVp
https://www.instagram.com/reel/DFbsF27y5Q5/?igsh=eGNpcXZ1a3F1cTZ1 ",https://maps.app.goo.gl/2m5x3pT2MDZ8R5d89?g_st=ic,,,
50,St. Regis,The St. Regis Dubai The Palm 🗝️,Dubai,A Ultra Luxury,SOON,SOON,SOON,SOON,Y,,
51,St. Regis,The St. Regis Jakarta 🗝️,Jakarta,A Ultra Luxury,"https://www.instagram.com/p/Cl2SMigKxg5/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CyFX2jQr4FF/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CzK8e3Or-Fo/?igshid=ZWI2YzEzYmMxYg==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDMwMzEyNDEyNzA1NjUw?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C8AHzG-yBh6/  
https://www.instagram.com/reel/C7uL_PSByAL/?igsh=MW9oNW13MHM3NXVqaw== 
https://www.instagram.com/reel/CpRKmihh59R/?igshid=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DC6WZzLp9vi/?igsh=czJzZW9keGxlandv 
https://www.instagram.com/p/DFZ1vlipqG7/?igsh=ZXMyd3Y3dm91c2Mw ",https://maps.app.goo.gl/7q1xvNKV2vuaRxqs5?g_st=ic,,,
52,St. Regis,The St. Regis Kuala Lumpur,Kuala Lumpur,A Ultra Luxury,SOON,SOON,SOON,SOON,Y,,
53,St. Regis,The St. Regis Langkawi,Langkawi,A Ultra Luxury,https://www.instagram.com/p/DRbsl86CY2e/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18079407296140969/,"https://www.instagram.com/reel/DRg9VwZCWzA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DRcrOI7kqZD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/ZGrP1hBt2unupcAy9,Y,,
54,St. Regis,"The St. Regis on the Bund, Shanghai ",Shanghai,A Ultra Luxury,https://www.instagram.com/p/DQeAjtTCeWZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18029809967735818/,https://www.instagram.com/reel/DQrbUxeCSeW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/deaaPeghaZCbeMMg7,Y,, 
55,St. Regis,The St. Regis Osaka,Osaka,A Ultra Luxury,"https://www.instagram.com/p/CzfYTzprEjw/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/CzQDqSdLE7q/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/ClVCwAUrLep/?igshid=MzRlODBiNWFlZA==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDE5MjIzNjU5NzY4MTk2?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/p/C7ZjpHAhDcv/?hl=en
https://www.instagram.com/reel/CpUQ8f5s7_F/?igshid=MzRlODBiNWFlZA==",https://maps.app.goo.gl/BQW9jKMHvveCwFFz9?g_st=ic,,,
56,St. Regis,The St. Regis Singapore,Singapore,A Ultra Luxury,"https://www.instagram.com/p/C_VhGh8y-Pg/?igsh=NWZpNHp4bjdob3N6
https://www.instagram.com/p/C_XqpvaSbx3/?igsh=dG5qa2xzbjVxczc0 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDgwNjIyMjMyNTAwNjk1?igsh=MTFuMmxvaWpjbDZ2aQ==,"https://www.instagram.com/reel/C-pGkMjyRyg/?igsh=MW52aXVmNm5ma290MA== 
https://www.instagram.com/reel/C-rdC7byi-b/?igsh=MXJvbmVtcmtnaG4yZA== ",https://maps.app.goo.gl/y17N3gWjtCbAMKRm6?g_st=ic,,,
57,St. Regis,The St. Regis Zhuhai,Zhuhai,A Ultra Luxury,"https://www.instagram.com/p/DFNHe-HJ7M6/?igsh=OGI0dmM2OXJnejlt
https://www.instagram.com/p/DFSukzGyOUt/?igsh=MXJhZDFoaGM3ODVqeA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDMwMjMwNTQzNTY2NTc2?igsh=MTYzY2h2dGtsMXBvdA== ,"https://www.instagram.com/reel/DFNi89pS3Zc/?igsh=MWVhNmI2djJoY2lsMw== 
https://www.instagram.com/reel/DFQT9LpStbF/?igsh=MWd1eGM3MG15eXByNA== 
https://www.instagram.com/reel/DFQUELRSN9r/?igsh=b2IwZTVlZGY4aWk0 
https://www.instagram.com/reel/DFSy83vykHb/?igsh=Nm82dnp1bWdjc3Jq 
https://www.instagram.com/reel/DFVQRePJuFY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/uCSijYhpLd5qUiHL8?g_st=ic ,,,
58,The Set Collection,The Siam 🗝️🗝️🗝️,Bangkok,A Ultra Luxury,SOON,SOON,SOON,SOON,Y,,
59,Waldorf Astoria,Waldorf Astoria DIFC,Dubai,A Ultra Luxury,SOON,SOON,SOON,SOON,Y,,
60,Waldorf Astoria,Waldorf Astoria Dubai The Palm,Dubai,A Ultra Luxury,SOON,SOON,SOON,SOON,Y,,
61,Waldorf Astoria,Waldorf Astoria Xiamen,Xiamen,A Ultra Luxury,"https://www.instagram.com/p/DJzKqbkplgk/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DJw2yidzgaX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18068520431501114/,"https://www.instagram.com/reel/DJ4MUm6JgTd/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DJ4LzZCJXWO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJzLndbpkGb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJxejNozdPK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/w5YHWhu7GDPvDh3t9,,,
62,EDITION,The Shanghai EDITION,Shanghai,B Luxury,"https://www.instagram.com/p/C1kDlqHBaVw/?igsh=MTE3ajk2emhvdWY2cQ==
https://www.instagram.com/p/C1kDlqHBaVw/?igsh=MTE3ajk2emhvdWY2cQ== 
https://www.instagram.com/p/C1o2k2ZL9I9/?igsh=ejhnNmYzOW56anNs
https://www.instagram.com/p/C1rx0uzS6pT/?igsh=ODlmOHI5ZGRscHRi 
https://www.instagram.com/p/C1tnOkOre9T/?igsh=MTZydTVnZGFwZjk4MA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MzE2NjYyNTA4MTg2NTQ3?igsh=NWp3YmFtaTd1cXNn,"https://www.instagram.com/reel/C9-kobkyPGG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/C677_bIMWJv/?igsh=MXRtbXQ5dGJneWRkdQ==",https://maps.app.goo.gl/D64khHMaYBfa1d5PA,,,
63,EDITION,The Singapore EDITION,Singapore,B Luxury,"https://www.instagram.com/p/C2uDQE-LVsg/?igsh=MWNmaTcyNGh2N2V1OA==
https://www.instagram.com/p/C2yoiubLqCm/?igsh=MTNnNHQxNWkzcmJ1 
https://www.instagram.com/p/C2z8njbh7gU/?igsh=MXRtaWJiN28wdjByaA== 
https://www.instagram.com/p/C24suVcLe8o/?img_index=1 
https://www.instagram.com/p/C25aFSPhB9G/?igsh=MWw3a3ZhNmt5bGIwcQ==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MzAzMDcwODQ2MTc3NzY0?igsh=M25xcXhnODRmaG0y,"https://www.instagram.com/p/C7rkOAbh3rA/
https://www.instagram.com/reel/C_cKq7ySAGP/?igsh=NzloYTN5b3FzMmw5 ",https://maps.app.goo.gl/jokd6hCFaqmq3UiR9,,,
64,EDITION,"The Tokyo EDITION, Ginza",Tokyo,B Luxury,"https://www.instagram.com/p/DIDUWfzpkDE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DIEVFPNpJ55/?igsh=MTJ4ZGU4ZTByYmtkMQ== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4NDk1Nzg4NTMzMDAwMDUz?igsh=MWNybTlrdWx4Y3FiMw==,"https://www.instagram.com/reel/DIDthHMJamg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DIEh-x8pXBH/?igsh=MnhnOGIybXk5cHB6 ",https://maps.app.goo.gl/AMYDu2kt9JsYH2i97,,,
65,EDITION,"The Tokyo EDITION, Toranomon",Tokyo,B Luxury,"https://www.instagram.com/p/Cyz2PKuLsko/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/Cy44D1YL7op/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/CzENY2srsGs/?igshid=ZWI2YzEzYmMxYg==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDA5MzU4NDk5MTE0OTA0?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/CpWr9mABc44/?igshid=MzRlODBiNWFlZA==,https://maps.app.goo.gl/4aFNvWRduoJXhxxg9?g_st=ic,,,
66,Fairmont,Fairmont Jakarta,Jakarta,B Luxury,"https://www.instagram.com/p/C0BZUlFr2cA/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/CyXV5S1R5SY/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CyDI3w6Lrd7/?igshid=MzRlODBiNWFlZA==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTU5MjgyNDkzNjg4Mzg1?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C-LOGQzSVNQ/?igsh=aDJvZXI4MGtyZm51
https://www.instagram.com/reel/C83edkCS3l5/?igsh=NGxkcWR3dWE0M3Fo
https://www.instagram.com/reel/C_XEkiaybdt/?igsh=bjBkOGR4N2dya2Zn ",https://maps.app.goo.gl/pmBWDMf2mpTqZgjD7,,,
67,Fairmont,Fairmont Makati 🗝️,Manila,B Luxury,https://www.instagram.com/p/C1Blv9CLEpi/?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODgwMDQ4NzkxOTM2MjA4?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/CgFFp0hBmSZ/?igshid=ZWI2YzEzYmMxYg==,https://maps.app.goo.gl/e2JokNRnEeKMzaAf9,,,
68,Fairmont,Fairmont Peace Shanghai ,Shanghai,B Luxury,SOON,SOON,SOON,SOON,Y,,
69,Grand Hyatt,Grand Hyatt Bali,Bali,B Luxury,SOON,SOON,SOON,SOON,Y,,
70,Grand Hyatt,Grand Hyatt Beijing,Beijing,B Luxury,"https://www.instagram.com/p/DGivqZbpj3_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DGiuUAFpvWt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18097928917519490/,"https://www.instagram.com/reel/DGlUAG7SrTG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DGiuslqJTtK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/mZ1yTPjRTqozTgex7,,,
71,Grand Hyatt,Grand Hyatt Erawan Bangkok,Bangkok,B Luxury,"https://www.instagram.com/p/DAmbjByBKxb/?igsh=M29hczNyM3p3eGds
https://www.instagram.com/p/DAyCPzeSNsL/?igsh=ZmZxZWJqaXhwY2hh ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODY2ODMzNzIzMjE3NTU0?igsh=MXQxbnk3MTIzb2JlZg==,"https://www.instagram.com/reel/DBNQLQLScRx/?igsh=MWtrcXpnbms2aGIzeg==
https://www.instagram.com/reel/DBQgfKaSFbz/?igsh=aDZucHZrc3hqZ3Bz ",https://maps.app.goo.gl/xGHn2qCAE34mXCao7,,,
72,Grand Hyatt,Grand Hyatt Hong Kong,Hong Kong,B Luxury,"https://www.instagram.com/p/DJHkY0DTH_-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DJEssCJpY94/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DJEsCVsp42B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/17933878872032720/,"https://www.instagram.com/reel/DJHkwBfTpvD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DJHjtDAJiPx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJHi-TRSlur/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/ecogacTEM778Ar3k9,,,
73,Grand Hyatt,Grand Hyatt Jakarta,Jakarta,B Luxury,https://www.instagram.com/p/Cx4y3mxrndv/?igshid=MzRlODBiNWFlZA== ,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTAxNjA0MzQ2ODI2ODE4?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C-DfAUIRV2P/?igsh=a29iZDh1cmdheWxw,https://maps.app.goo.gl/WyDw4fjZVLEKJSX8A?g_st=ic ,,,
74,Grand Hyatt,Grand Hyatt Kuala Lumpur,Kuala Lumpur,B Luxury,"https://www.instagram.com/p/DIWNlCDJkzd/?utm_source=ig_web_copy_link
https://www.instagram.com/p/DIcDnIezHPl/?igsh=MXVxNjRpNmVlYzMwaQ== ",https://www.instagram.com/stories/highlights/17963520848912018/,"https://www.instagram.com/reel/DIWOM7jpPuX/?utm_source=ig_web_copy_link
https://www.instagram.com/reel/DIcEO2tTr0o/?igsh=MXM1YTl3aGNidXgwYg== 
https://www.instagram.com/reel/DIcCXoJz3SD/?igsh=MWN1Ynd4dTFidDFwMQ== 
https://www.instagram.com/reel/DIcBn1bzjBm/?igsh=MjlxYTlvdnhjY2hm 
https://www.instagram.com/reel/DIcBDLNzjFd/?igsh=MW0yejZqcGlydjBreg== ",https://maps.app.goo.gl/R7DdGmjRauCC7Qv86 ,,,
